0	1
わかる ！ それ 、 痛い よ ね 〜	タンス の 角 に 足 の 小指 を ぶつけ た
お 疲れ ! 明日 は ゆっくり 休ん で ね !	画面 を 見 すぎ て 、 目 疲れ た
治療 が 終わっ たら 、 美味しい もの 食べ に 行こ う !	虫歯 が でき た
パソコン の 見 過ぎ なん じゃ ない ? 落ち着い たら 休ん で ね	頭 が 痛い
私 も よく 痛く なる けど 、 横 に なっ て じっと し てれ ば 治る よ !	お腹 が 痛い
サロン パス 貼る と 、 すぐ に 治る よ !	肩 が 痛い
イヤ ホン の し すぎ かも 、 ヘッド フォン に し て 耳 の 負担 を 減らし た ほう が いい と 思う よ !	耳 が 痛い
勉強 の しす ぎなんじゃない ? ストレッチ し て み て 〜	腰 が 痛い
七転び八起き っていう 言葉 も ある から 転ん で も 起き上がっ て 頑張ろ う !	階段 で 転ん だ
ストレッチ し て 、 ゆっくり 休ん で ね !	筋肉 痛 で 足 が 痛い
薬 を 飲ん で ゆっくり 休ん で ね ！	乗り物 酔い を し た
それ 痛い よ ね 、 でも 時間 が 経て ば 治る よ ！	紙 で 指 を 切っ て しまっ た
きっと すぐ に 戻っ て くる よ !	スマホ を 無くし た
大丈夫 ！ なんとか なる ！	スマホ の 充電 が 切れ た
家 まで を もう １ 往復 し たら いい 運動 に なる よ !	改札 で お金 が ない こと に 気づい た
そんな 日 も ある よ !	今日 は よく ミス を する
どこ か わから なく て も 、 歩き 続けれ ば いつか は 着く よ !	道 に 迷っ た
私 ので よけれ ば 貸す から そんなに 落ち込ま ない で !	授業 ノート を なくし て 勉強 が でき ない
次 から バックアップ を 取る よう に すれ ば OK	パソコン の データ が 全部 消え た
私 も 春 は そういう 環境 に なる こと も あっ た けれども 、 そういう 時 は 自分 から 積極 的 に 話しかけ て み たら 仲 いい 人 も 見つかっ た よ !	気軽 に 相談 できる 相手 が い ない 環境 に いる
すぐ に 洗え ば 、 落ちる よ !	ミート ソース を こぼし た
遅刻 し て い ない なら 大丈夫 だ よ !	逆 向き の 電車 に 乗っ た
すぐ に 伸びる よ !	前髪 を 切り すぎ た
両方 とも 食べ物 だ から 少し くらい 間違え て も 大丈夫 !	砂糖 と 塩 を 間違え た
届い て すぐ なら 返品 できる から 大丈夫 だ よ !	買う もの を 間違え た
私 も よく やっ ちゃう … でも 洗濯 カゴ に 入れる 前 に ポケット の 中 を 確認 する 習慣 を つけ たら 減っ た よ ！	ティッシュ が 洗濯 物 の 中 に 入っ て い て 悲惨 な こと に なっ た
怪我 が なく て よかっ た ！ 手袋 とか で 滑ら ない よう に 気 を つけよ う !	お 皿 を 割っ て しまっ た
より 清潔 に なっ た と 思お う ！	シャンプー と リンス を 間違え て 何 回 も 洗っ て しまっ た
YouTube とか で 色々 見 て み たら ？	メイク が 上手 に でき ない
私 も そう だ から 一緒 に 頑張ろ う !	ダイエット を し たい の に 食べ て しまう
わかる ！ 私 も そう な ん だ よ ね 〜	寒い から 布団 から 出 たく ない
私 も そう な ん だ よ ね 、 お 昼寝 する と いい らしい よ !	ずっと 眠い
忙しい っていう の は 悪い こと で は ない よ !	最近 、 忙しい
深呼吸 し て 頑張っ て !	緊張 する と お腹 が 痛く なる
徐々に 仲良く なれれ ば 大丈夫 だ よ !	人見知り で 初対面 の 人 と 打ち解け られ ない
年末 の 大 掃除 頑張っ て 新年 気持ちよく 迎えよ う ！	部屋 が 汚い
わかる !、 ちょっと 後ろ に 立っ て 写っ て み たら ？	写真 写り が 悪い
今 は コロナ だ から 仕方 ない けど 、 いつか は 行ける よう に なる よ	海外 に 行き たい
時間 調整 し て 、 気分 転換 に どこ か へ 出かけよ う よ !	どこ か に 出かけ たい
みんな 忙しい から 仕方 ない よ ね …	他 大学 の 人 たち と 予定 が 合わ ない
新しい 推し 見つけよ う よ !	手越 くん 、 卒業 し ちゃっ た
きっと 他 に いい 学校 に 行ける よ !	試験 に 落ち た
きっと 他 の 良い 会社 に 行ける よ !	就活 に 落ち た
乗り換え で 走れ ば そんなに 遅刻 し ない と 思う よ !	電車 の 時間 に 間に合わ なかっ た
次 から 遅れ ない よう に すれ ば 大丈夫 だ よ !	課題 の 提出 時間 に 間に合わ なかっ た
運 が 溜まっ て いる と 思っ て 元気 出し て !	抽選 に 落ち た
きっと 今 は 運 を 溜め て いる 段階 だ から 落ち込ま ない で ！	ガシャポン で 欲しい もの が 出 なかっ た
来 クール に もっと ハマ れる ドラマ が ある かも よ ?	好き だっ た ドラマ が 終わっ て しまう
大吉 が 出る 確率 より はるか に 低い から ある 意味 ラッキー ！	お み くじ で 大凶 が 出 た
きっと それ より いい もの が 買える よ !	欲しかっ た もの が お 店 に 行っ たら 売り切れ て い た
次 から 、 落とさ ない よう な 場所 に 置け ば OK	大切 に し て い た もの を 間違え て 捨て て しまっ た
占い は 非 科学 的 な もの が 多い から 、 気 に し なく て 大丈夫 ！	占い 結果 が 悪かっ た
きっと 他 に 人 も 不安 に 思っ てる と 思う よ ! 勇気 を 出し て 話しかけ て みよ う よ !	友達 できる か な
変 に 気負わ ず に 頑張っ て !!	来週 、 面接 だ
ちゃんと 鍵 を 閉め て いれ ば 入っ て こ ない よ !	泥棒 が 来る かも しれ ない
宝くじ に 当たる くらい の 確率 だ から 、 多分 入っ て こ ない と 思う よ !	家 に 強盗 犯 が 入っ て くる かも しれ ない
夏目 漱石 と 同じ 悩み だ ね 、 まずは どうして 不安 な の か を 考え て み たら ？	ぼんやり と し た 不安
自信 を 持っ て 、 いい 結果 を 待と う ！	面接 に 受かっ て いる か 心配
ゆっくり 考え て みよ う 〜	将来 が 不安
そういう 時 も ある よ ! 次 、 頑張ろ う !	テスト の 結果 が 悪かっ た
心配 し なく て も その うち に きっと 来る よ !	友達 が 待ち合わせ 時間 に 来 ない
だ ね 、 スマ ホ に 見入っ たり 、 寝 たり し ない よう に し て い 気 を つけよ う ！	最近 物騒 で 、 電車 に 乗り たく ない
わかる ！ 私 も 買っ ちゃう ん だ よ ね 〜	推し の キャラクター グッズ を たくさん 買っ て しまう
私 も いい ね ! する ね 〜	いい ね が もらえ ない
それ 、 ひどい ね … 、 相手 に 直接 言い返し たら ？	SNS で 悪口 を 書か れ た
私 たち も 羨まし がら れる 投稿 作ろ う よ ！	楽し そう な 投稿 が うらやましい
それ 、 ひどい ね …	勝手 に 写真 が 使わ れ た
私 も SNS は やっ て い ない し 、 やら なく て も 全然 大丈夫 ！	SNS を やめ たい
タクシー が ある よ	終電 を 逃し た
見逃し 配信 が ある よ	見 たかっ た ドラマ を 見逃し た
帰っ たら 快適 だ ね	エアコン を 消し 忘れ た
今 すぐ しよ う	連絡 を し 忘れ た
すぐ のも う	薬 を 飲み 忘れ た
取り に 帰る ？	忘れ物 を し た
お腹 に 気 を 付け て	賞味 期限 が 切れ て い た
靴下 が びしょびしょ だ …	水 溜り に 入っ た
そういう 日 も ある ！	鳥 の フン が かかっ た
交番 に 行こ う	財布 を 無くし た
容体 は ？	入院 し た
次に 活かそ う	怒ら れ た
風邪 ひか ない よう に ！	雨 に 降ら れ た
絆創膏 を はろ う	靴擦れ し た
薬 を 飲ん で	風邪 かも
それ は 痛い …	タンス の 角 に 足 の 小指 を ぶつけ た
あんまり 酷使 し ない よう に …	画面 を 見 すぎ て 、 目 疲れ た
薬 を 飲も う	お腹 が 痛い
あったかく し て 寝よ う	悪寒 が する
保 湿し よう	ささくれ が でき た
バランス よく 食べよ う	ニキビ が 痛い
交番 に 行こ う	スマホ を 無くし た
モバイル バッテリー を 借りよ う	スマホ の 充電 が 切れ た
しまっ た ！	改札 で お金 が ない こと に 気づい た
買い に 行こ う	卵 が 一つ も ない
急い で 選択 しよ う	明日 の 着替え が ない
おかしい な	家計 簿 の 計算 が 合わ ない
頑張っ て ！	満員 電車 で 乗れ ない
うっかり ミス ！	ミート ソース を こぼし た
急い で たん だ ね	逆 向き の 電車 に 乗っ た
自分 で 切っ た の か な	前髪 を 切り すぎ た
味 が 気 に なる …	砂糖 と 塩 を 間違え た
痛い ！	転ん だ
一 日 以内 なら 送信 取り消し できる よ	誤 送信 を し て しまっ た
それ は 大変 …	納期 を 間違え た
練習 しよ う	メイク が 上手 に でき ない
お菓子 を 家 から なくそ う	ダイエット を し たい の に 食べ て しまう
もう少し だけ 寝よ う	寒い から 布団 から 出 たく ない
買い物 に 行こ う	冬 服 が ない
できる ところ まで やろ う	宿題 が 終わら ない
もっと 勉強 しよ う	もっと 成績 を よく し たい
もう ひと 踏ん張り ！	好き な こと だけ し て い たい
それ は 残念 …	手越 くん 、 卒業 し ちゃっ た
また 受けれ ば 大丈夫	落ち た
次 は 間に合わ せよ う	間に合わ なかっ た
ステイホーム を 楽しも う	外出 禁止 に なっ た
残念 ！	祝日 な のに 休み じゃ なかっ た
次 は ちゃんと 確認 しよ う	課題 の 期限 を 間違え た
名前 を 書い て おこ う	スイーツ を 食べ られ た
できる ！	友達 できる か な
大丈夫 ！	来週 、 面接 だ
もう少し 頑張ろ う	全然 、 わから ない
アイマスク を しよ う	眠れ ない
目覚まし 時計 を かけよ う	起き れる か 不安
しっかり 寝よ う	体調 が よく ない
ツボ を 押し て みよ う	緊張 する
投稿 を 見直そ う	いい ね が もらえ ない
気 に し ない ！	SNS で 悪口 を 書か れ た
自分 も 楽しも う	楽し そう な 投稿 が うらやましい
意思 を 伝えよ う	勝手 に 写真 が 使わ れ た
よかっ た ！	楽しい
スクリーン タイム 機能 を 使お う	ずっと 見 て しまう
調べよ う	アカウント を 作り たい
なんとか なる よ	財布 を 忘れ た
そういう とき も ある	約束 を 忘れ た
それ は 嫌 だ ね 、 、	犬 の 糞 を 踏ん だ
次 が ある ！	テスト で 0 点 とっ た
朝 起きる の って 大変 だ よ ね	寝坊 し た
次 は 一緒 に 見よ	1 人 で ホラー 映画 を 見 た
何 も し て こ ない よ	犬 が 怖い
あったかい 飲み物 飲ん で 落ち着こ	怖い 夢 を 見 た
大丈夫 ？	転ん だ
今日 は ゆっくり しよ う	低 気圧 の せい で 頭 が 痛い
安静 に しよ	目 が 腫れ た
お疲れさま だ ね	推し が 負け た
次 の 人 探そ う	振ら れ た
それ は 苦しい ね 、 、	アニメ の 推し が 亡くなっ た
徐々に 慣れ て いく よ	独り暮らし を 始め た
定期 的 に 電話 し たら 良い よ	友達 が 引っ越し た
近く の 人 に 道 聞い たら 何とか なる ！	迷子 に なっ た
見つかる と いい ね	パスモ が なくなっ た
相談 できる 人 に 相談 しよ う	いじめ られ て いる
お 大事 に し て ね	風邪 が 治ら ない
見極め て ね	初対面 の 人 から 遊び に 誘わ れ た
あなた なら 大丈夫 ！	初めて の 場所 に 一 人 で いる
そういう こと も ある よ ね	派手 に 転ん だ
次 から 気 を 付けよ う	人 の 名前呼び 間違え た
